LumiCycle: Ca1a-Bmal1-1 (Raw),,,,,,,,,
Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec,Time (days),counts/sec
3.96528,678.376,3.96528,531.894,3.96528,341.357,3.96528,271.13,3.96528,968.271
3.97222,674.063,3.97222,536.168,3.97222,337.953,3.97222,273.821,3.97222,970.555
3.97917,678.255,3.97917,531.5,3.97917,331.48,3.97917,272.074,3.97917,974.996
3.98611,671.476,3.98611,534.526,3.98611,332.445,3.98611,271.022,3.98611,972.903
3.99306,679.717,3.99306,537.091,3.99306,331.936,3.99306,269.596,3.99306,969.937
4,675.89,4,531.213,4,331.25,4,270.987,4,979.936
4.00694,677.03,4.00694,536.945,4.00694,330.543,4.00694,267.748,4.00694,982.497
4.01389,675.581,4.01389,536.557,4.01389,327.418,4.01389,271.471,4.01389,978.38
4.02083,680.159,4.02083,537.149,4.02083,321.597,4.02083,272.167,4.02083,988.418
4.02778,679.126,4.02778,543.126,4.02778,321.929,4.02778,268.687,4.02778,992.927
4.03472,679.746,4.03472,543.93,4.03472,316.708,4.03472,270.468,4.03472,982.784
4.04167,681.098,4.04167,543.917,4.04167,316.377,4.04167,268.308,4.04167,993.993
4.04861,688.295,4.04861,543.666,4.04861,317.146,4.04861,266.139,4.04861,988.792
4.05556,678.938,4.05556,542.549,4.05556,315.59,4.05556,266.557,4.05556,991.212
4.0625,686.916,4.0625,545.149,4.0625,317.584,4.0625,269.654,4.0625,998.168
4.06944,685.251,4.06944,542.849,4.06944,317.289,4.06944,269.568,4.06944,1001.587
4.07639,692.106,4.07639,548.498,4.07639,314.879,4.07639,267.609,4.07639,1003.299
4.08333,688.108,4.08333,555.527,4.08333,313.64,4.08333,268.804,4.08333,1013.167
4.09028,692.944,4.09028,554.837,4.09028,318.222,4.09028,268.033,4.09028,993.215
4.09722,685.958,4.09722,551.007,4.09722,312.581,4.09722,271.699,4.09722,1011.407
4.10417,687.07,4.10417,553.947,4.10417,308.803,4.10417,268.197,4.10417,1009.062
4.11111,700.312,4.11111,557.412,4.11111,312.882,4.11111,270.855,4.11111,1015.414
4.11806,693.118,4.11806,560.309,4.11806,305.794,4.11806,263.547,4.11806,1014.103
4.125,702.23,4.125,556.594,4.125,307.34,4.125,273.529,4.125,1017.95
4.13194,694.464,4.13194,566.056,4.13194,305.284,4.13194,273.774,4.13194,1017.028
4.13889,695.239,4.13889,572.739,4.13889,311.683,4.13889,270.496,4.13889,1016.357
4.14583,705.147,4.14583,567.06,4.14583,307.474,4.14583,267.658,4.14583,1022.186
4.15278,710.352,4.15278,573.186,4.15278,310.442,4.15278,271.066,4.15278,1028.078
4.15972,705.164,4.15972,577.161,4.15972,301.942,4.15972,270.381,4.15972,1029.576
4.16667,708.532,4.16667,576.367,4.16667,305.958,4.16667,273.378,4.16667,1029.042
4.17361,709.803,4.17361,579.15,4.17361,306.736,4.17361,274.284,4.17361,1030.756
4.18056,713.154,4.18056,581.871,4.18056,307.229,4.18056,274.198,4.18056,1037.298
4.1875,712.291,4.1875,587.057,4.1875,304.722,4.1875,273.622,4.1875,1036.203
4.19444,713.847,4.19444,590.455,4.19444,305.511,4.19444,273.673,4.19444,1041.842
4.20139,715.328,4.20139,585.306,4.20139,303.349,4.20139,276.633,4.20139,1031.242
4.20833,723.089,4.20833,596.143,4.20833,306.179,4.20833,275.395,4.20833,1036.872
4.21528,719.819,4.21528,593.93,4.21528,306.99,4.21528,275.654,4.21528,1043.232
4.22222,721.604,4.22222,598.727,4.22222,303.541,4.22222,275.167,4.22222,1046.345
4.22917,731.507,4.22917,595.612,4.22917,304.814,4.22917,279.65,4.22917,1047.41
4.23611,721.604,4.23611,602.273,4.23611,306.692,4.23611,272.564,4.23611,1052.846
4.24306,729.595,4.24306,607.067,4.24306,303.504,4.24306,274.62,4.24306,1051.789
4.25,726.502,4.25,609.557,4.25,307.554,4.25,275.75,4.25,1053.041
4.25694,729.298,4.25694,616.253,4.25694,307.369,4.25694,279.34,4.25694,1059.187
4.26389,738.799,4.26389,613.405,4.26389,308.886,4.26389,277.936,4.26389,1053.347
4.27083,735.804,4.27083,617.258,4.27083,311.127,4.27083,278.231,4.27083,1056.926
4.27778,735.43,4.27778,619.062,4.27778,310.777,4.27778,280.659,4.27778,1064.327
4.28472,735.249,4.28472,618.468,4.28472,311.214,4.28472,280.039,4.28472,1058.798
4.29167,742.004,4.29167,628.985,4.29167,306.956,4.29167,283.2,4.29167,1074.762
4.29861,743.875,4.29861,633.628,4.29861,308.958,4.29861,281.753,4.29861,1080.404
4.30556,736.153,4.30556,639.386,4.30556,310.064,4.30556,281.74,4.30556,1066.222
4.3125,743.615,4.3125,629.75,4.3125,309.948,4.3125,288.516,4.3125,1078.582
4.31944,742.052,4.31944,642.17,4.31944,313.217,4.31944,289.338,4.31944,1079.68
4.32639,746.453,4.32639,645.44,4.32639,315.99,4.32639,284.899,4.32639,1075.785
4.33333,753.125,4.33333,647.419,4.33333,313.578,4.33333,286.356,4.33333,1077.529
4.34028,754.291,4.34028,654.462,4.34028,317.722,4.34028,286.414,4.34028,1083.309
4.34722,748.223,4.34722,651.874,4.34722,316.589,4.34722,286.636,4.34722,1088.061
4.35417,751.313,4.35417,647.279,4.35417,317.386,4.35417,292.154,4.35417,1093.19
4.36111,759.733,4.36111,661.693,4.36111,318.034,4.36111,283.603,4.36111,1090.299
4.36806,757.898,4.36806,653.425,4.36806,322.566,4.36806,293.31,4.36806,1093.009
4.375,758.619,4.375,660.665,4.375,314.405,4.375,291.083,4.375,1089.431
4.38194,758.885,4.38194,668.174,4.38194,323.706,4.38194,293.653,4.38194,1093.924
4.38889,764.237,4.38889,663.599,4.38889,322.827,4.38889,290.476,4.38889,1095.768
4.39583,763.301,4.39583,667.651,4.39583,323.155,4.39583,291.953,4.39583,1091.375
4.40278,759.233,4.40278,668.942,4.40278,322.793,4.40278,294.141,4.40278,1095.165
4.40972,754.948,4.40972,670.43,4.40972,322.918,4.40972,298.707,4.40972,1090.529
4.41667,764.028,4.41667,672.788,4.41667,326.827,4.41667,296.782,4.41667,1097.773
4.42361,760.047,4.42361,670.757,4.42361,322.015,4.42361,297.266,4.42361,1091.06
4.43056,759.348,4.43056,677.181,4.43056,328.474,4.43056,297.021,4.43056,1098.375
4.4375,756.855,4.4375,671.175,4.4375,326.207,4.4375,297.667,4.4375,1093.609
4.44444,759.441,4.44444,673.01,4.44444,330.761,4.44444,300.432,4.44444,1090.787
4.45139,757.783,4.45139,679.961,4.45139,333.492,4.45139,301.17,4.45139,1091.826
4.45833,755.851,4.45833,682.741,4.45833,332.512,4.45833,300.896,4.45833,1088.541
4.46528,757.646,4.46528,682.28,4.46528,334.015,4.46528,301.345,4.46528,1089.343
4.47222,755.669,4.47222,681.128,4.47222,331.586,4.47222,302.382,4.47222,1095.897
4.47917,754.861,4.47917,683.505,4.47917,334.25,4.47917,300.689,4.47917,1093.549
4.48611,750.845,4.48611,682.794,4.48611,332.33,4.48611,304.117,4.48611,1084.347
4.49306,753.029,4.49306,686.328,4.49306,336.176,4.49306,304.396,4.49306,1079.088
4.5,748.1,4.5,680.998,4.5,335.288,4.5,302.417,4.5,1086.793
4.50694,746.927,4.50694,681.935,4.50694,339.903,4.50694,304.439,4.50694,1080.07
4.51389,747.038,4.51389,684.038,4.51389,337.703,4.51389,301.083,4.51389,1077.907
4.52083,745.925,4.52083,680.264,4.52083,337.692,4.52083,308.26,4.52083,1077.464
4.52778,750.112,4.52778,683.672,4.52778,341.609,4.52778,304.2,4.52778,1077.14
4.53472,741.144,4.53472,674.872,4.53472,346.087,4.53472,306.926,4.53472,1078.109
4.54167,741.498,4.54167,677.94,4.54167,341.007,4.54167,303.944,4.54167,1068.743
4.54861,741.907,4.54861,680.302,4.54861,340.253,4.54861,304.877,4.54861,1065.237
4.55556,730.265,4.55556,676.946,4.55556,344.293,4.55556,301.141,4.55556,1073.792
4.5625,740.791,4.5625,664.924,4.5625,341.352,4.5625,309.394,4.5625,1061.238
4.56944,733.461,4.56944,673.609,4.56944,342.8,4.56944,304.727,4.56944,1061.118
4.57639,734.924,4.57639,672.117,4.57639,343.355,4.57639,309.585,4.57639,1058.486
4.58333,725.799,4.58333,663.815,4.58333,344.978,4.58333,312.563,4.58333,1054.944
4.59028,720.767,4.59028,667.219,4.59028,347.773,4.59028,307.513,4.59028,1046.747
4.59722,723.038,4.59722,660.118,4.59722,341.031,4.59722,312.223,4.59722,1046.891
4.60417,720.47,4.60417,658.418,4.60417,346.347,4.60417,311.094,4.60417,1049.283
4.61111,710.784,4.61111,662.892,4.61111,352.084,4.61111,306.994,4.61111,1048.117
4.61806,706.676,4.61806,658.01,4.61806,348.087,4.61806,312.187,4.61806,1039.71
4.625,710.604,4.625,658.423,4.625,348.757,4.625,311.65,4.625,1040.681
4.63194,707.524,4.63194,647.203,4.63194,348.431,4.63194,311.008,4.63194,1035.758
4.63889,702.652,4.63889,650.818,4.63889,345.373,4.63889,311.036,4.63889,1037.429
4.64583,702.349,4.64583,646.936,4.64583,350.694,4.64583,314.263,4.64583,1031.918
4.65278,699.82,4.65278,642.87,4.65278,350.107,4.65278,309.826,4.65278,1028.437
4.65972,696.215,4.65972,645.699,4.65972,350.596,4.65972,313.355,4.65972,1026.694
4.66667,693.109,4.66667,639.151,4.66667,349.448,4.66667,315.237,4.66667,1020.081
4.67361,693.441,4.67361,646.089,4.67361,351.724,4.67361,315.42,4.67361,1014.045
4.68056,685.888,4.68056,634.246,4.68056,354.232,4.68056,312.752,4.68056,1014.85
4.6875,686.776,4.6875,632.299,4.6875,350.222,4.6875,316.204,4.6875,1008.226
4.69444,681.581,4.69444,635.277,4.69444,357.58,4.69444,312.777,4.69444,1011.397
4.70139,674.632,4.70139,625.63,4.70139,354.202,4.70139,314.306,4.70139,1005.589
4.70833,674.286,4.70833,622.755,4.70833,352.57,4.70833,314.392,4.70833,994.022
4.71528,666.975,4.71528,623.531,4.71528,355.552,4.71528,315.478,4.71528,993.009
4.72222,668.212,4.72222,615.962,4.72222,354.673,4.72222,319.458,4.72222,991.515
4.72917,665.887,4.72917,614.954,4.72917,359.067,4.72917,316.87,4.72917,991.342
4.73611,661.803,4.73611,619.912,4.73611,360.31,4.73611,314.473,4.73611,985.537
4.74306,658.434,4.74306,612.836,4.74306,360.229,4.74306,315.861,4.74306,980.296
4.75,655.731,4.75,603.866,4.75,357.04,4.75,314.08,4.75,973.854
4.75694,656.068,4.75694,599.453,4.75694,357.357,4.75694,317.763,4.75694,969.619
4.76389,660.195,4.76389,593.449,4.76389,360.493,4.76389,316.041,4.76389,965.152
4.77083,660.416,4.77083,597.281,4.77083,359.817,4.77083,320.093,4.77083,967.834
4.77778,653.112,4.77778,596.503,4.77778,356.7,4.77778,320.912,4.77778,961.261
4.78472,651.725,4.78472,588.54,4.78472,360.345,4.78472,319.99,4.78472,960.066
4.79167,645.149,4.79167,590.084,4.79167,363.817,4.79167,322.521,4.79167,960.786
4.79861,650.245,4.79861,593.51,4.79861,360.608,4.79861,313.514,4.79861,952.677
4.80556,638.523,4.80556,583.375,4.80556,359.11,4.80556,323.328,4.80556,946.511
4.8125,637.941,4.8125,583.254,4.8125,358.808,4.8125,315.977,4.8125,945.243
4.81944,634.62,4.81944,581.625,4.81944,359.711,4.81944,317.936,4.81944,940.689
4.82639,634.012,4.82639,576.326,4.82639,357.377,4.82639,320.039,4.82639,942.389
4.83333,633.484,4.83333,575.359,4.83333,358.708,4.83333,317.586,4.83333,935.496
4.84028,625.379,4.84028,577.06,4.84028,358.865,4.84028,317.936,4.84028,924.167
4.84722,615.377,4.84722,569.841,4.84722,360.71,4.84722,316.153,4.84722,927.492
4.85417,620.629,4.85417,569.369,4.85417,360.887,4.85417,317.979,4.85417,915.537
4.86111,613.28,4.86111,567.005,4.86111,360.979,4.86111,315.934,4.86111,915.737
4.86806,609.34,4.86806,562.417,4.86806,360.46,4.86806,315.012,4.86806,914.861
4.875,612.475,4.875,558.752,4.875,359.226,4.875,318.471,4.875,909.704
4.88194,602.623,4.88194,555.628,4.88194,358.818,4.88194,318.579,4.88194,904.241
4.88889,599.755,4.88889,556.045,4.88889,362.553,4.88889,312.275,4.88889,909.041
4.89583,593.491,4.89583,556.348,4.89583,361.224,4.89583,317.604,4.89583,906.287
4.90278,594.648,4.90278,554.29,4.90278,359.413,4.90278,312.482,4.90278,890.486
4.90972,596.148,4.90972,550.544,4.90972,356.33,4.90972,312.784,4.90972,890.313
4.91667,586.002,4.91667,551.767,4.91667,358.937,4.91667,315.57,4.91667,890.505
4.92361,589.148,4.92361,542.872,4.92361,358.904,4.92361,317.201,4.92361,891.888
4.93056,584.978,4.93056,541.217,4.93056,354.656,4.93056,310.413,4.93056,879.679
4.9375,577.681,4.9375,541.987,4.9375,359.74,4.9375,316.342,4.9375,885.268
4.94444,581.309,4.94444,541.596,4.94444,362.717,4.94444,312.673,4.94444,869.02
4.95139,578.996,4.95139,539.768,4.95139,356.331,4.95139,315.141,4.95139,878.439
